Title	Author	Published At	Source	URL	Aamir Annotation	Jonathan Annotation	James Annotation
Amber Tamblyn: I Had Cosmetic Surgery at 12	Arden Dier	2024-10-22T18:24:00Z	Newser	https://www.newser.com/story/358204/amber-tamblyn-i-had-cosmetic-surgery-at-12.html			
Demi Moore's 'The Substance' Enters Golden Globes As Musical/Comedy	Scott Feinberg	2024-10-21T23:22:47Z	Hollywood Reporter	http://www.hollywoodreporter.com/movies/movie-news/golden-globes-demi-moore-the-substance-musical-comedy-exclusive-1236040702/			
Demi Moore Shares Bone-Chilling Look at The Substance Transformation		2024-10-31T21:05:00Z	Eonline.com	https://www.eonline.com/news/1409386/demi-moore-shares-bone-chilling-look-at-transformation-for-her-horror-film			
Let Demi Moore’s Iconic Fashion Give You More Inspiration		2024-11-11T19:06:47Z	Eonline.com	https://www.eonline.com/news/1409808/let-demi-moores-iconic-fashion-give-you-more-inspiration			
Kylie Jenner Goes Totally Nude for Striptease Halloween Costume		2024-11-01T03:49:30Z	Eonline.com	https://www.eonline.com/news/1409400/kylie-jenner-goes-totally-nude-for-halloween-dressed-as-stripteases-demi-moore			
Here Comes the Sun: Demi Moore and more	CBS News	2024-11-03T08:31:01Z	CBS News	https://www.cbsnews.com/video/here-comes-the-sun-demi-moore-and-more/			
5 cult body horror films to watch after The Substance	James Greig	2024-10-23T10:24:00Z	Dazed	https://www.dazeddigital.com/film-tv/article/64918/1/5-cult-body-horrors-to-watch-halloween-the-substance-the-fly-titane-videodrome?utm_source=Link&utm_medium=Link&utm_campaign=RSSFeed&utm_term=5-cult-body-horror-films-to-watch-after-the-substance			
Demi Moore in Chanel Couture at THE SUBSTANCE Paris Premiere: IN or OUT?	Lorenzo Marquez	2024-11-07T19:00:49Z	tomandlorenzo.com	https://tomandlorenzo.com/2024/11/demi-moore-in-chanel-couture-at-the-substance-paris-premiere-in-or-out/			
Today’s NYT ‘Connections’ Hints And Answers For Monday, November 11	"Kris Holt, Contributor, 
 Kris Holt, Contributor
 https://www.forbes.com/sites/krisholt/"	2024-11-10T22:30:00Z	Forbes	https://www.forbes.com/sites/krisholt/2024/11/10/nyt-connections-today-help-clues-hints-answers-monday-november-11-519/			
Demi Moore Talks Timeliness of ‘The Substance’: ‘There’s a Lot of Fear in America Around the Body’	Harrison Richlin	2024-11-09T20:30:00Z	IndieWire	https://www.indiewire.com/news/general-news/demi-moore-talks-timeliness-the-substance-1235064084/			
Jesse Eisenberg, Kieran Culkin Drive ‘A Real Pain’ To Top 3 Limited Opening As Audiences Dig Diverse Indie Slate – Specialty Box Office	jillg366	2024-11-03T19:19:51Z	Deadline	http://deadline.com/2024/11/indie-film-box-office-a-real-pain-anora-conclave-1236165664/			
Nikyatu Jusu Developing Film In Universe Of David Cronenberg’s ‘The Fly’ For 20th Century Studios	matthewgrobar	2024-11-04T18:03:36Z	Deadline	http://deadline.com/2024/11/the-fly-movie-nikyatu-jusu-in-works-20th-century-studios-1236166549/			
OMG, WATCH: Demi Moore talks about her career from ‘Ghost’ to ‘The Substance’	Igor	2024-11-07T19:46:36Z	Omg.blog	https://omg.blog/demi-moore-talks-about-her-career-from-ghost-to-the-substance/			
The 13 Best Movies and TV Shows to Watch This Weekend	Savannah Salazar	2024-11-01T16:37:00Z	Vulture	http://www.vulture.com/article/what-to-watch-this-weekend-best-movies-tv-shows-november-1-3.html			
Oscar-Worthy 2024 Horror Performances: Hugh Grant, Margaret Qualley and More	Jenelleriley2	2024-10-31T16:33:30Z	Variety	https://variety.com/2024/awards/actors/oscar-worthy-2024-horror-performances-1236195685/			
Demi Moore, Denis Villeneuve, Malcolm Washington, and Jason Reitman Set for SFFILM Honors	Ryan Lattanzio	2024-11-14T13:00:00Z	IndieWire	https://www.indiewire.com/news/general-news/demi-moore-denis-villeneuve-more-set-sffilm-awards-1235065339/			
“Substance” Aims For Best Comedy Awards	Garth Franklin	2024-10-21T23:43:11Z	Dark Horizons	https://www.darkhorizons.com/substance-aims-for-best-comedy-awards/			
‘Smile 2’ Review: An Intense Naomi Scott Takes On Sequel To 2022 Horror Hit That Just Feels Like More Of The Same	Pete Hammond	2024-10-16T13:00:00Z	Deadline	http://deadline.com/2024/10/smile-2-review-intense-naomi-scott-sequel-2022-horror-hit-1236117263/			
Why don’t we have any sympathy for beauty addicts?	Brynn Valentine	2024-10-23T14:12:00Z	Dazed	https://www.dazeddigital.com/beauty/article/64906/1/no-sympathy-for-the-beauty-addict?utm_source=Link&utm_medium=Link&utm_campaign=RSSFeed&utm_term=why-don-t-we-have-any-sympathy-for-beauty-addicts			
Demi Moore Addresses Baring it All in 'The Substance,' Body Image & Struggling With Eating Disorder When She Was Younger	Just Jared	2024-11-14T16:50:14Z	Just Jared	https://www.justjared.com/2024/11/14/demi-moore-addresses-baring-it-all-in-the-substance-body-image-struggling-with-eating-disorder-when-she-was-younger/			
I chatted to an MIT-built AI version of my future, 60-year-old self and we did NOT get along	jessica.kinghorn@futurenet.com (Jess Kinghorn)	2024-11-07T11:35:54Z	PC Gamer	https://www.pcgamer.com/hardware/it-is-on-sight-with-this-ai-chatbot/			
Gotham Awards Nominations Give ‘Anora,’ ‘Babygirl,’ ‘Nickel Boys’ a Boost	Rebecca Ford	2024-10-29T16:10:00Z	Vanity Fair	https://www.vanityfair.com/hollywood/story/gotham-awards-nominations-anora-babygirl-nickel-boys-awards-insider			
‘Anora’ Leads Nominations for the 2024 Gotham Awards	Steve Pond	2024-10-29T16:10:00Z	TheWrap	https://www.thewrap.com/anora-babygirl-challengers-nickel-boys-gotham-awards-nominees-2024/			
